Date AD,Date BS,Stations,Minimun Temprature,Maximum Temprature,Rainfall
2013/3/6,2069-11-23,Jumla,21.4,0.5,5.8
2013/3/6,2069-11-23,Dang,30,13.2,0
2013/3/6,2069-11-23,Pokhara,28.5,13.5,0
2013/3/6,2069-11-23,Bhairahawa,30.9,15.3,0
2013/3/6,2069-11-23,Simra,31,13.8,0
2013/3/6,2069-11-23,Kathmandu,28.8,10.2,0
2013/3/6,2069-11-23,Okhaldhunga,24.4,9.8,0
2013/3/6,2069-11-23,Taplejung,21.3,11.5,0
2013/3/6,2069-11-23,Dhankuta,26.5,14,0
2013/3/6,2069-11-23,Biratnagar,31,13.5,0
2013/3/7,2069-11-24,Dadeldhura,22,10,0
2013/3/7,2069-11-24,Dipayal,29.2,12.8,0
2013/3/7,2069-11-24,Dhangadi,28.9,15,0
2013/3/7,2069-11-24,Birendranagar,29.1,12.9,0
2013/3/7,2069-11-24,Nepalgunj,31.4,14.5,0
2013/3/7,2069-11-24,Jumla,21.6,0.4,
2013/3/7,2069-11-24,Dang,29,14,
2013/3/7,2069-11-24,Pokhara,27.8,14.5,
2013/3/7,2069-11-24,Bhairahawa,29.2,15.8,0
2013/3/7,2069-11-24,Simra,32,,0
2013/3/7,2069-11-24,Kathmandu,27.2,10,22.5
2013/3/7,2069-11-24,Okhaldhunga,,9,
2013/3/7,2069-11-24,Taplejung,21.5,8.6,23.4
2013/3/7,2069-11-24,Dhankuta,26.2,12,0
2013/3/7,2069-11-24,Biratnagar,31.5,16.4,0
2013/3/8,2069-11-25,Dadeldhura,20,10,0
2013/3/8,2069-11-25,Dipayal,29,13.5,0
2013/3/8,2069-11-25,Dhangadi,29.4,15,0
2013/3/8,2069-11-25,Birendranagar,29.3,12.2,0
2013/3/8,2069-11-25,Nepalgunj,30.8,14.6,0
2013/3/8,2069-11-25,Jumla,20.8,0.6,
2013/3/8,2069-11-25,Dang,29.5,14,0
2013/3/8,2069-11-25,Pokhara,28,15.2,0
2013/3/8,2069-11-25,Bhairahawa,31.1,16.6,0
2013/3/8,2069-11-25,Simra,32,14.2,0
2013/3/8,2069-11-25,Kathmandu,27,9.9,0.3
2013/3/8,2069-11-25,Okhaldhunga,22.3,7.2,
2013/3/8,2069-11-25,Taplejung,21,7.2,
2013/3/8,2069-11-25,Dhankuta,,10.5,0
2013/3/8,2069-11-25,Biratnagar,31.5,15.4,0
2013/3/9,2069-11-26,Dadeldhura,22,10.2,0
2013/3/9,2069-11-26,Dipayal,29.4,13.6,0
2013/3/9,2069-11-26,Dhangadi,30.1,15.2,0
2013/3/9,2069-11-26,Birendranagar,29,13.4,0
2013/3/9,2069-11-26,Nepalgunj,30.4,15.2,0
2013/3/9,2069-11-26,Jumla,21.5,1,0
2013/3/9,2069-11-26,Dang,27.8,14.2,0
2013/3/9,2069-11-26,Pokhara,27.5,14.8,
2013/3/9,2069-11-26,Simra,32,13.2,0
2013/3/9,2069-11-26,Kathmandu,26.6,10.8,
2013/3/9,2069-11-26,Okhaldhunga,23.5,9.2,0
2013/3/9,2069-11-26,Taplejung,22,,0
2013/3/9,2069-11-26,Dhankuta,27.8,13,0
2013/3/9,2069-11-26,Biratnagar,32.3,16.5,0
2013/3/10,2069-11-27,Dadeldhura,20.8,9.4,
2013/3/10,2069-11-27,Dipayal,26.2,14.4,0.8
2013/3/10,2069-11-27,Dhangadi,30.2,15,0
2013/3/10,2069-11-27,Birendranagar,29.3,12.8,0
2013/3/10,2069-11-27,Nepalgunj,30.8,15,0
2013/3/10,2069-11-27,Jumla,18.3,2.2,2.7
2013/3/10,2069-11-27,Dang,29,14.2,0
2013/3/10,2069-11-27,Pokhara,24.3,15.6,0.2
2013/3/10,2069-11-27,Bhairahawa,31.8,15.5,0
2013/3/10,2069-11-27,Simra,,14.6,0
2013/3/10,2069-11-27,Kathmandu,26.2,10.5,2.1
2013/3/10,2069-11-27,Okhaldhunga,20,9.5,
2013/3/10,2069-11-27,Taplejung,22.3,11.2,0
2013/3/10,2069-11-27,Dhankuta,27,13.9,0
2013/3/10,2069-11-27,Biratnagar,31,16.2,0
2013/3/11,2069-11-28,Dadeldhura,20.6,7.4,0
2013/3/11,2069-11-28,Dipayal,29,9.6,
2013/3/11,2069-11-28,Dhangadi,31.2,14.2,0
2013/3/11,2069-11-28,Birendranagar,30.3,10.9,
2013/3/11,2069-11-28,Nepalgunj,31.8,15.7,0
2013/3/11,2069-11-28,Jumla,19.5,0.2,3.5
2013/3/11,2069-11-28,Dang,29,13.2,0
2013/3/11,2069-11-28,Pokhara,25.8,11.2,1.4
2013/3/11,2069-11-28,Bhairahawa,31.9,15.1,0
2013/3/11,2069-11-28,Simra,32.4,12,0
2013/3/11,2069-11-28,Kathmandu,26,8,3
2013/3/11,2069-11-28,Okhaldhunga,23.4,7.6,3.2
2013/3/11,2069-11-28,Taplejung,19.8,7.7,7.7
2013/3/11,2069-11-28,Dhankuta,26,10.6,
2013/3/11,2069-11-28,Biratnagar,32.5,16,0
2013/3/12,2069-11-29,Dadeldhura,21.6,8.8,0
2013/3/12,2069-11-29,Dipayal,29.4,11.2,0
2013/3/12,2069-11-29,Dhangadi,30.4,14.4,0
2013/3/12,2069-11-29,Birendranagar,31.5,11.4,0
2013/3/12,2069-11-29,Nepalgunj,31.4,14.3,0
2013/3/12,2069-11-29,Jumla,20.8,0.6,0
2013/3/12,2069-11-29,Dang,29,13,0
2013/3/12,2069-11-29,Pokhara,28.1,13.2,0
2013/3/12,2069-11-29,Bhairahawa,32,15.5,0
2013/3/12,2069-11-29,Simra,33,14.6,0
2013/3/12,2069-11-29,Kathmandu,28,8.5,0
2013/3/12,2069-11-29,Okhaldhunga,22,8.5,0
2013/3/12,2069-11-29,Taplejung,21.3,8.1,0
2013/3/12,2069-11-29,Dhankuta,25.2,12.2,0
2013/3/12,2069-11-29,Biratnagar,31,16.6,0
2013/3/13,2069-12-00,Dadeldhura,22.5,9.8,0
2013/3/13,2069-12-00,Dipayal,30,12,0
2013/3/13,2069-12-00,Dhangadi,30.3,14.5,0
2013/3/13,2069-12-00,Birendranagar,30.1,12.9,0
2013/3/13,2069-12-00,Nepalgunj,31.6,14.3,0
2013/3/13,2069-12-00,Jumla,23.5,0.8,0
2013/3/13,2069-12-00,Dang,29.5,14,0
2013/3/13,2069-12-00,Pokhara,28,16.2,0
2013/3/13,2069-12-00,Bhairahawa,31.5,16.2,0
2013/3/13,2069-12-00,Simra,33,,0
2013/3/13,2069-12-00,Kathmandu,28.2,10.8,0
2013/3/13,2069-12-00,Okhaldhunga,18.9,9.4,0
2013/3/13,2069-12-00,Taplejung,21.2,15,0
2013/3/13,2069-12-00,Dhankuta,25.2,15,0
2013/3/13,2069-12-00,Biratnagar,31.5,18.5,0
2013/3/14,2069-12-01,Dadeldhura,23.4,10.5,0
2013/3/14,2069-12-01,Dipayal,29.2,,0
2013/3/14,2069-12-01,Dhangadi,31,14.4,0
2013/3/14,2069-12-01,Birendranagar,29.3,12.2,0
2013/3/14,2069-12-01,Nepalgunj,30.4,14.5,0
2013/3/14,2069-12-01,Jumla,19.1,1.8,0
2013/3/14,2069-12-01,Dang,30,13.8,0
2013/3/14,2069-12-01,Pokhara,28.3,14.3,0
2013/3/14,2069-12-01,Bhairahawa,32,16.5,0
2013/3/14,2069-12-01,Simra,33.4,14.2,0
2013/3/14,2069-12-01,Kathmandu,28.6,11,0
2013/3/14,2069-12-01,Okhaldhunga,22.6,9.6,0
2013/3/14,2069-12-01,Taplejung,21.5,10.9,2.2
2013/3/14,2069-12-01,Dhankuta,27,15,0
2013/3/14,2069-12-01,Biratnagar,32.3,19.5,0
2013/3/15,2069-12-02,Dadeldhura,20.5,7.8,0.4
2013/3/15,2069-12-02,Dipayal,30.7,13.2,0
2013/3/15,2069-12-02,Dhangadi,31.8,15.6,0
2013/3/15,2069-12-02,Birendranagar,31.2,13.7,0
2013/3/15,2069-12-02,Nepalgunj,32.8,16.1,0
2013/3/15,2069-12-02,Jumla,21.7,2.5,0
2013/3/15,2069-12-02,Dang,31,15,0
2013/3/15,2069-12-02,Pokhara,29.5,12.8,0.6
2013/3/15,2069-12-02,Bhairahawa,33.8,16,0
2013/3/15,2069-12-02,Simra,35.5,,0
2013/3/15,2069-12-02,Kathmandu,30,10.8,0
2013/3/15,2069-12-02,Okhaldhunga,25,10,0
2013/3/15,2069-12-02,Taplejung,22.8,10.6,0
2013/3/15,2069-12-02,Dhankuta,27.8,14.8,0
2013/3/15,2069-12-02,Biratnagar,36.8,19.5,0
2013/3/16,2069-12-03,Dadeldhura,22,8.3,0
2013/3/16,2069-12-03,Dipayal,30.4,11.6,0
2013/3/16,2069-12-03,Dhangadi,,13.2,0
2013/3/16,2069-12-03,Birendranagar,30.6,12.3,0
2013/3/16,2069-12-03,Nepalgunj,31.5,13.2,0
2013/3/16,2069-12-03,Jumla,21.6,1.5,0
2013/3/16,2069-12-03,Dang,31,13,0
2013/3/16,2069-12-03,Pokhara,29.5,15.2,0
2013/3/16,2069-12-03,Bhairahawa,33.3,15,0
2013/3/16,2069-12-03,Simra,34.2,14,0
2013/3/16,2069-12-03,Kathmandu,28.7,10.8,0
2013/3/16,2069-12-03,Okhaldhunga,23.5,10.6,0
2013/3/16,2069-12-03,Taplejung,22.7,11,0
2013/3/16,2069-12-03,Dhankuta,27.8,15.2,0
2013/3/16,2069-12-03,Biratnagar,34.7,20,0
2013/3/17,2069-12-04,Dadeldhura,,9,
2013/3/17,2069-12-04,Dipayal,29.2,11.5,0
2013/3/17,2069-12-04,Dhangadi,30.2,14,0
2013/3/17,2069-12-04,Birendranagar,29,12.8,0
2013/3/17,2069-12-04,Nepalgunj,30.6,13.9,0
2013/3/17,2069-12-04,Jumla,17,2.6,0
2013/3/17,2069-12-04,Dang,28.5,14,0
2013/3/17,2069-12-04,Pokhara,26,15,
2013/3/17,2069-12-04,Bhairahawa,30.5,15.5,0
2013/3/17,2069-12-04,Simra,28.5,14,0
2013/3/17,2069-12-04,Kathmandu,24.3,10.5,0
2013/3/17,2069-12-04,Okhaldhunga,19.8,,
2013/3/17,2069-12-04,Taplejung,20,10.5,0
2013/3/17,2069-12-04,Dhankuta,26.2,14,0
2013/3/17,2069-12-04,Biratnagar,30.6,14.5,0
2013/3/18,2069-12-05,Dadeldhura,20.7,6.6,0
2013/3/18,2069-12-05,Dipayal,31.2,9,0
2013/3/18,2069-12-05,Dhangadi,29.7,12.2,0
2013/3/18,2069-12-05,Birendranagar,28.9,9.5,0
2013/3/18,2069-12-05,Nepalgunj,30.4,11.7,0
2013/3/18,2069-12-05,Jumla,21,-1.9,0
2013/3/18,2069-12-05,Dang,28,11.5,0
2013/3/18,2069-12-05,Pokhara,26.8,10.1,0
2013/3/18,2069-12-05,Bhairahawa,30.3,13,0
2013/3/18,2069-12-05,Simra,31,10.5,0
2013/3/18,2069-12-05,Kathmandu,27,7.5,0
2013/3/18,2069-12-05,Okhaldhunga,,6.4,0
2013/3/18,2069-12-05,Taplejung,19.3,6.9,0
2013/3/18,2069-12-05,Dhankuta,24.5,,0
2013/3/18,2069-12-05,Biratnagar,32.4,15,0
2013/3/19,2069-12-06,Dadeldhura,22.8,9.1,0
2013/3/19,2069-12-06,Dipayal,31,12.1,0
2013/3/19,2069-12-06,Dhangadi,29.9,13.2,0
2013/3/19,2069-12-06,Birendranagar,31,11.3,0
2013/3/19,2069-12-06,Nepalgunj,29.8,12.4,0
2013/3/19,2069-12-06,Jumla,21.6,-1.3,0
2013/3/19,2069-12-06,Dang,29,12.5,0
2013/3/19,2069-12-06,Pokhara,27.5,10.3,0
2013/3/19,2069-12-06,Bhairahawa,30.3,13,0
2013/3/19,2069-12-06,Simra,32.4,12,0
2013/3/19,2069-12-06,Kathmandu,27.6,8.4,0
2013/3/19,2069-12-06,Okhaldhunga,20.4,8,0
2013/3/19,2069-12-06,Taplejung,20.8,8.4,0
2013/3/19,2069-12-06,Dhankuta,25.2,12,0
2013/3/19,2069-12-06,Biratnagar,32.5,16,0
2013/3/20,2069-12-07,Dadeldhura,22.3,10.3,0
2013/3/20,2069-12-07,Dipayal,30.8,13.7,0
2013/3/20,2069-12-07,Dhangadi,31.6,16.2,0
2013/3/20,2069-12-07,Birendranagar,29.9,14.2,0
2013/3/20,2069-12-07,Nepalgunj,31.5,16.3,0
2013/3/20,2069-12-07,Jumla,21,1.2,0
2013/3/20,2069-12-07,Dang,29.5,14.7,0
2013/3/20,2069-12-07,Pokhara,27,16.6,0
2013/3/20,2069-12-07,Bhairahawa,31.2,11.9,0
2013/3/20,2069-12-07,Simra,32,,0
2013/3/20,2069-12-07,Kathmandu,26.8,10.1,0
2013/3/20,2069-12-07,Okhaldhunga,18.5,9.2,0
2013/3/20,2069-12-07,Taplejung,19.8,11.4,0.1
2013/3/20,2069-12-07,Dhankuta,,13.7,0
2013/3/20,2069-12-07,Biratnagar,32.3,18,0
2013/3/21,2069-12-08,Dadeldhura,22.4,9.8,0.8
2013/3/21,2069-12-08,Dipayal,31.8,14.2,0
2013/3/21,2069-12-08,Dhangadi,32.7,17.2,0
2013/3/21,2069-12-08,Birendranagar,30,15,0
2013/3/21,2069-12-08,Nepalgunj,33,17.2,0
2013/3/21,2069-12-08,Jumla,20,4.4,0.2
2013/3/21,2069-12-08,Dang,29.5,15.5,0
2013/3/21,2069-12-08,Pokhara,20.6,17.7,8.7
2013/3/21,2069-12-08,Bhairahawa,32.2,13,
2013/3/21,2069-12-08,Simra,33,11.5,
2013/3/21,2069-12-08,Kathmandu,24.7,12.5,1.5
2013/3/21,2069-12-08,Okhaldhunga,,10,
2013/3/21,2069-12-08,Taplejung,,12,
2013/3/21,2069-12-08,Dhankuta,26,16.2,
2013/3/21,2069-12-08,Biratnagar,32.7,17.5,
2013/3/22,2069-12-09,Dadeldhura,22.3,9.3,0
2013/3/22,2069-12-09,Dipayal,31.6,11.4,0
2013/3/22,2069-12-09,Dhangadi,31.2,15.2,0
2013/3/22,2069-12-09,Birendranagar,31.2,12.3,0
2013/3/22,2069-12-09,Nepalgunj,30.5,15,0
2013/3/22,2069-12-09,Jumla,23.2,-0.5,0
2013/3/22,2069-12-09,Dang,30.5,15,0
2013/3/22,2069-12-09,Pokhara,25.6,9.6,
2013/3/22,2069-12-09,Bhairahawa,31,14,
2013/3/22,2069-12-09,Simra,32,13.2,
2013/3/22,2069-12-09,Kathmandu,27,6.5,0
2013/3/22,2069-12-09,Okhaldhunga,21,6,
2013/3/22,2069-12-09,Dhankuta,23.8,10.2,
2013/3/22,2069-12-09,Biratnagar,30.5,15.5,
2013/3/23,2069-12-10,Dadeldhura,23.4,11,0
2013/3/23,2069-12-10,Dipayal,32.2,16.6,0
2013/3/23,2069-12-10,Birendranagar,34.2,15.8,0
2013/3/23,2069-12-10,Nepalgunj,32.5,18.2,0
2013/3/23,2069-12-10,Jumla,23.6,3.8,0
2013/3/23,2069-12-10,Dang,30.6,16.7,0
2013/3/23,2069-12-10,Pokhara,27.5,15,0
2013/3/23,2069-12-10,Bhairahawa,31.5,18,0
2013/3/23,2069-12-10,Simra,31.5,18,0
2013/3/23,2069-12-10,Kathmandu,28.7,11,0
2013/3/23,2069-12-10,Okhaldhunga,19.8,9,0
2013/3/23,2069-12-10,Taplejung,20,10,0
2013/3/23,2069-12-10,Dhankuta,24.8,13.6,13.6
2013/3/23,2069-12-10,Biratnagar,32.5,18.5,0
2013/3/24,2069-12-11,Dadeldhura,23.5,11.6,
2013/3/24,2069-12-11,Dipayal,30.6,15.4,
2013/3/24,2069-12-11,Dhangadi,31.8,17.8,
2013/3/24,2069-12-11,Birendranagar,30.6,14.4,0
2013/3/24,2069-12-11,Nepalgunj,29.8,18.2,0
2013/3/24,2069-12-11,Jumla,20.6,1.5,0
2013/3/24,2069-12-11,Dang,28,16,0
2013/3/24,2069-12-11,Pokhara,28.4,16.3,0
2013/3/24,2069-12-11,Bhairahawa,31.5,18,0
2013/3/24,2069-12-11,Simra,,16,
2013/3/24,2069-12-11,Kathmandu,29.3,10.4,0
2013/3/24,2069-12-11,Okhaldhunga,25,9.2,0
2013/3/24,2069-12-11,Taplejung,22.3,12,0
2013/3/24,2069-12-11,Dhankuta,26,14.2,0
2013/3/24,2069-12-11,Biratnagar,33.3,18,0
2013/3/25,2069-12-12,Dadeldhura,21.5,7.6,0.4
2013/3/25,2069-12-12,Dipayal,32.3,13.4,0.4
2013/3/25,2069-12-12,Dhangadi,32.8,16.2,
2013/3/25,2069-12-12,Birendranagar,33.7,12.4,
2013/3/25,2069-12-12,Nepalgunj,33.9,15,0
2013/3/25,2069-12-12,Jumla,20.6,0.5,0.8
2013/3/25,2069-12-12,Dang,31,4.5,0
2013/3/25,2069-12-12,Pokhara,30.2,15.2,0
2013/3/25,2069-12-12,Bhairahawa,36,14,0
2013/3/25,2069-12-12,Kathmandu,31,10,0
2013/3/25,2069-12-12,Okhaldhunga,26.5,11,0
2013/3/25,2069-12-12,Taplejung,22.4,12.5,1.9
2013/3/25,2069-12-12,Dhankuta,27.9,14.8,0
2013/3/25,2069-12-12,Biratnagar,35.6,18.5,0
2013/3/26,2069-12-13,Dadeldhura,23.4,9,0
2013/3/26,2069-12-13,Dipayal,,11.6,0
2013/3/26,2069-12-13,Dhangadi,32.2,12.2,0
2013/3/26,2069-12-13,Birendranagar,,11.2,0
2013/3/26,2069-12-13,Nepalgunj,32.5,12.7,0
2013/3/26,2069-12-13,Jumla,22,0.2,0
2013/3/26,2069-12-13,Dang,31.5,13,0
2013/3/26,2069-12-13,Pokhara,30.4,15,0
2013/3/26,2069-12-13,Bhairahawa,32,14,0
2013/3/26,2069-12-13,Simra,,12,0
2013/3/26,2069-12-13,Kathmandu,30.2,10.4,0
2013/3/26,2069-12-13,Okhaldhunga,25.3,11.2,0
2013/3/26,2069-12-13,Taplejung,20.9,10,0
2013/3/26,2069-12-13,Dhankuta,26,14.5,0
2013/3/26,2069-12-13,Biratnagar,33,16.5,0
2013/3/27,2069-12-14,Dipayal,33.6,12.8,0
2013/3/27,2069-12-14,Dhangadi,33.2,15,0
2013/3/27,2069-12-14,Nepalgunj,32.4,14.8,0
2013/3/27,2069-12-14,Jumla,22.8,2.2,0
2013/3/27,2069-12-14,Dang,32,16,0
2013/3/27,2069-12-14,Pokhara,30,15.8,0
2013/3/27,2069-12-14,Bhairahawa,32.6,14.8,0
2013/3/27,2069-12-14,Simra,33.5,13.5,0
2013/3/27,2069-12-14,Kathmandu,30.2,10.5,0
2013/3/27,2069-12-14,Okhaldhunga,25.5,9.8,0
2013/3/27,2069-12-14,Taplejung,22.2,11,0
2013/3/27,2069-12-14,Dhankuta,26.5,14.3,0
2013/3/27,2069-12-14,Biratnagar,33.5,17,0
2013/3/28,2069-12-15,Dadeldhura,24.7,14,0
2013/3/28,2069-12-15,Dipayal,34.4,17.3,0
2013/3/28,2069-12-15,Dhangadi,32.1,18.2,0
2013/3/28,2069-12-15,Birendranagar,32.7,17.2,0
2013/3/28,2069-12-15,Nepalgunj,29,18.4,
2013/3/28,2069-12-15,Jumla,23,6.6,0
2013/3/28,2069-12-15,Dang,32.5,17.7,0
2013/3/28,2069-12-15,Pokhara,29.2,17.3,0
2013/3/28,2069-12-15,Bhairahawa,30.7,17.5,0
2013/3/28,2069-12-15,Simra,30,16,
2013/3/28,2069-12-15,Kathmandu,27,12.8,0
2013/3/28,2069-12-15,Okhaldhunga,20.9,10.2,0
2013/3/28,2069-12-15,Taplejung,21.7,13.2,0
2013/3/28,2069-12-15,Dhankuta,27.5,16,0
2013/3/28,2069-12-15,Biratnagar,33.8,21,0
2013/3/29,2069-12-16,Dadeldhura,24.7,12.8,0
2013/3/29,2069-12-16,Dipayal,34.2,14.4,0
2013/3/29,2069-12-16,Dhangadi,32.4,16.8,0
2013/3/29,2069-12-16,Birendranagar,31.7,13.7,0
2013/3/29,2069-12-16,Nepalgunj,33.4,16.3,0
2013/3/29,2069-12-16,Jumla,22.2,2.5,
2013/3/29,2069-12-16,Dang,31,16.8,0
2013/3/29,2069-12-16,Pokhara,30,16.5,0
2013/3/29,2069-12-16,Bhairahawa,,16,
2013/3/29,2069-12-16,Simra,34.3,16,0
2013/3/29,2069-12-16,Kathmandu,31,12,0
2013/3/29,2069-12-16,Okhaldhunga,24.9,11,0
2013/3/29,2069-12-16,Taplejung,26.8,12.2,0
2013/3/29,2069-12-16,Dhankuta,26.8,15.8,0
2013/3/29,2069-12-16,Biratnagar,34.3,20,0
2013/3/30,2069-12-17,Dadeldhura,22.8,8.8,0
2013/3/30,2069-12-17,Dipayal,31.4,13.2,0
2013/3/30,2069-12-17,Dhangadi,32.4,14.2,
2013/3/30,2069-12-17,Birendranagar,31.2,13.5,0
2013/3/30,2069-12-17,Nepalgunj,31.8,14.8,4.5
2013/3/30,2069-12-17,Jumla,,1.5,
2013/3/30,2069-12-17,Dang,31,13.6,0.2
2013/3/30,2069-12-17,Pokhara,30.1,15,0
2013/3/30,2069-12-17,Bhairahawa,34.8,16.4,0
2013/3/30,2069-12-17,Simra,,15.5,
2013/3/30,2069-12-17,Kathmandu,31,12,0
2013/3/30,2069-12-17,Okhaldhunga,23.9,10,0
2013/3/30,2069-12-17,Taplejung,22.9,11,
2013/3/30,2069-12-17,Dhankuta,27.4,15,0
2013/3/30,2069-12-17,Biratnagar,36.7,18.5,0
2013/3/31,2069-12-18,Dadeldhura,23.3,8.8,0
2013/3/31,2069-12-18,Dipayal,32.2,13,
2013/3/31,2069-12-18,Dhangadi,32.9,15,0
2013/3/31,2069-12-18,Birendranagar,31.7,13.7,0
2013/3/31,2069-12-18,Nepalgunj,32.6,15.6,0
2013/3/31,2069-12-18,Jumla,21.5,2.1,
2013/3/31,2069-12-18,Dang,31,15,0
2013/3/31,2069-12-18,Pokhara,29.5,15.6,0
2013/3/31,2069-12-18,Bhairahawa,34.3,15.6,0
2013/3/31,2069-12-18,Simra,32.5,13.5,0
2013/3/31,2069-12-18,Kathmandu,29.2,10.5,0
2013/3/31,2069-12-18,Okhaldhunga,25.6,10.8,0
2013/3/31,2069-12-18,Taplejung,22.5,11,0
2013/3/31,2069-12-18,Dhankuta,27.8,14.9,0
2013/3/31,2069-12-18,Biratnagar,36.2,17,0
2013/4/1,2069-12-19,Dadeldhura,24.2,,0
2013/4/1,2069-12-19,Dipayal,32.6,13.8,7.8
2013/4/1,2069-12-19,Dhangadi,33.7,,0
2013/4/1,2069-12-19,Birendranagar,33.1,14.3,0
2013/4/1,2069-12-19,Nepalgunj,33.8,16.4,0
2013/4/1,2069-12-19,Jumla,21.2,1,
2013/4/1,2069-12-19,Dang,31.5,15,0
2013/4/1,2069-12-19,Pokhara,29.6,12.5,0.5
2013/4/1,2069-12-19,Bhairahawa,35.3,16.8,0
2013/4/1,2069-12-19,Simra,36,14.5,0
2013/4/1,2069-12-19,Kathmandu,29.4,10,0
2013/4/1,2069-12-19,Okhaldhunga,24.8,10,0
2013/4/1,2069-12-19,Taplejung,23.2,,0
2013/4/1,2069-12-19,Dhankuta,27.4,15,0
2013/4/1,2069-12-19,Biratnagar,35.4,,0
2013/4/2,2069-12-20,Dadeldhura,25.5,10.4,0
2013/4/2,2069-12-20,Dipayal,31.6,15.2,0.4
2013/4/2,2069-12-20,Dhangadi,35.3,14.2,0
2013/4/2,2069-12-20,Birendranagar,33.5,15,0
2013/4/2,2069-12-20,Nepalgunj,35.8,15.7,0
2013/4/2,2069-12-20,Jumla,22.6,3,0
2013/4/2,2069-12-20,Dang,33.5,17,0
2013/4/2,2069-12-20,Pokhara,30.6,15.2,5.2
2013/4/2,2069-12-20,Bhairahawa,36,17.5,0
2013/4/2,2069-12-20,Simra,37.2,11,0
2013/4/2,2069-12-20,Kathmandu,30.1,10.8,0
2013/4/2,2069-12-20,Okhaldhunga,25,11,0
2013/4/2,2069-12-20,Taplejung,22.7,11,0
2013/4/2,2069-12-20,Dhankuta,28.1,15,0
2013/4/2,2069-12-20,Biratnagar,35.6,19.2,0
2013/4/3,2069-12-21,Dadeldhura,18.6,11.8,1.6
2013/4/3,2069-12-21,Dipayal,30.2,15.4,
2013/4/3,2069-12-21,Dhangadi,34.6,18.8,0
2013/4/3,2069-12-21,Birendranagar,33.5,17.4,0
2013/4/3,2069-12-21,Nepalgunj,33.8,18,0
2013/4/3,2069-12-21,Jumla,17,3.3,1.5
2013/4/3,2069-12-21,Dang,33.4,18.8,0
2013/4/3,2069-12-21,Pokhara,30.7,13.7,8.4
2013/4/3,2069-12-21,Bhairahawa,37.7,18,0
2013/4/3,2069-12-21,Simra,37.5,15,0
2013/4/3,2069-12-21,Kathmandu,31,10.4,0
2013/4/3,2069-12-21,Okhaldhunga,24.5,11.2,0
2013/4/3,2069-12-21,Taplejung,25,11.2,0.2
2013/4/3,2069-12-21,Dhankuta,28,,0
2013/4/3,2069-12-21,Biratnagar,36.5,20,0
2013/4/4,2069-12-22,Dadeldhura,21.5,7.4,0
2013/4/4,2069-12-22,Dipayal,32.7,13,0
2013/4/4,2069-12-22,Dhangadi,34.1,15.2,0
2013/4/4,2069-12-22,Birendranagar,33,12.7,0
2013/4/4,2069-12-22,Nepalgunj,34.4,16.4,0
2013/4/4,2069-12-22,Jumla,20.5,0.9,6.7
2013/4/4,2069-12-22,Dang,31.8,15,0
2013/4/4,2069-12-22,Pokhara,29.6,12.9,
2013/4/4,2069-12-22,Bhairahawa,36.5,16.4,0
2013/4/4,2069-12-22,Simra,37,14.5,0
2013/4/4,2069-12-22,Kathmandu,30.2,9.7,
2013/4/4,2069-12-22,Okhaldhunga,24.4,12.4,0
2013/4/4,2069-12-22,Taplejung,24.3,10,0
2013/4/4,2069-12-22,Dhankuta,29,15,0
2013/4/4,2069-12-22,Biratnagar,39,19,0
2013/4/5,2069-12-23,Dadeldhura,25,9.4,0
2013/4/5,2069-12-23,Dipayal,33.4,12,0
2013/4/5,2069-12-23,Dhangadi,32.7,14.6,0
2013/4/5,2069-12-23,Birendranagar,33.4,12.8,0
2013/4/5,2069-12-23,Nepalgunj,33.6,14.4,0
2013/4/5,2069-12-23,Jumla,20.7,0.7,0
2013/4/5,2069-12-23,Dang,30.7,16,0
2013/4/5,2069-12-23,Pokhara,30.2,14.8,0
2013/4/5,2069-12-23,Bhairahawa,35.1,16,0
2013/4/5,2069-12-23,Simra,35.6,12.2,0
2013/4/5,2069-12-23,Kathmandu,31,10.5,0
2013/4/5,2069-12-23,Okhaldhunga,24.3,10.5,0
2013/4/5,2069-12-23,Taplejung,23.2,10.5,0
2013/4/5,2069-12-23,Dhankuta,27.9,15.4,0
2013/4/5,2069-12-23,Biratnagar,35.6,18.5,0
2013/4/6,2069-12-24,Dadeldhura,25.2,10.2,0
2013/4/6,2069-12-24,Dipayal,36.4,12.2,0
2013/4/6,2069-12-24,Dhangadi,33.7,12.2,0
2013/4/6,2069-12-24,Birendranagar,35.1,12.5,0
2013/4/6,2069-12-24,Nepalgunj,34.2,13.5,0
2013/4/6,2069-12-24,Jumla,22.8,2,0
2013/4/6,2069-12-24,Dang,32.5,15,0
2013/4/6,2069-12-24,Pokhara,30.3,14.8,0
2013/4/6,2069-12-24,Bhairahawa,34.8,15,0
2013/4/6,2069-12-24,Simra,35,12,0
2013/4/6,2069-12-24,Kathmandu,29.5,9.4,0
2013/4/6,2069-12-24,Okhaldhunga,25.5,10.2,0
2013/4/6,2069-12-24,Taplejung,22.4,10,0
2013/4/6,2069-12-24,Dhankuta,27.2,14.4,0
2013/4/6,2069-12-24,Biratnagar,35,16.5,0
2013/4/7,2069-12-25,Dadeldhura,26.5,12,0
2013/4/7,2069-12-25,Dipayal,31.6,13.2,0
2013/4/7,2069-12-25,Dhangadi,36.1,14.2,0
2013/4/7,2069-12-25,Birendranagar,36.7,13.8,0
